loaded_uid,ncbi_taxon_id,taxon_rank_level,relative_abundance,scientific_name,run_id
34036.0,816,genus,6.83805,Bacteroides,ERR1072672
34036.0,216851,genus,1.73905,Faecalibacterium,ERR1072672
34036.0,1508657,genus,1.32791,Ruminiclostridium,ERR1072672
34036.0,2132,genus,0.912055,Spiroplasma,ERR1072672
34036.0,239759,genus,0.439488,Alistipes,ERR1072672
34036.0,904,genus,0.415859,Acidaminococcus,ERR1072672
34036.0,1386,genus,0.401682,Bacillus,ERR1072672
34036.0,397864,genus,0.330797,Barnesiella,ERR1072672
34036.0,44748,genus,0.241009,Sporobacter,ERR1072672
34036.0,1730,genus,0.226832,Eubacterium,ERR1072672
34036.0,459786,genus,0.203204,Oscillibacter,ERR1072672
34036.0,1263,genus,0.203204,Ruminococcus,ERR1072672
34036.0,375288,genus,0.193753,Parabacteroides,ERR1072672
34036.0,572511,genus,0.17485,Blautia,ERR1072672
34036.0,286,genus,0.146496,Pseudomonas,ERR1072672
34036.0,239934,genus,0.108691,Akkermansia,ERR1072672
34036.0,1505657,genus,0.0992392,Intestinibacter,ERR1072672
34036.0,1505663,genus,0.0850621,Erysipelatoclostridium,ERR1072672
34036.0,1485,genus,0.0850621,Clostridium,ERR1072672
34036.0,1350,genus,0.0756108,Enterococcus,ERR1072672
34036.0,1678,genus,0.0614338,Bifidobacterium,ERR1072672
34036.0,1637257,genus,0.0472567,Mageeibacillus,ERR1072672
34036.0,189330,genus,0.0425311,Dorea,ERR1072672
34036.0,561,genus,0.0378054,Escherichia,ERR1072672
34036.0,590,genus,0.0378054,Salmonella,ERR1072672
34036.0,41275,genus,0.0330797,Brevundimonas,ERR1072672
34036.0,82802,genus,0.0330797,Trichococcus,ERR1072672
34036.0,1506553,genus,0.0330797,Lachnoclostridium,ERR1072672
34036.0,841,genus,0.0330797,Roseburia,ERR1072672
34036.0,872,genus,0.028354,Desulfovibrio,ERR1072672
34036.0,84111,genus,0.028354,Eggerthella,ERR1072672
34036.0,475,genus,0.028354,Moraxella,ERR1072672
34036.0,283168,genus,0.028354,Odoribacter,ERR1072672
34036.0,44249,genus,0.028354,Paenibacillus,ERR1072672
34036.0,117563,genus,0.0236284,Granulicatella,ERR1072672
34036.0,2147,genus,0.0236284,Acholeplasma,ERR1072672
34036.0,838,genus,0.0189027,Prevotella,ERR1072672
34036.0,469,genus,0.0189027,Acinetobacter,ERR1072672
34036.0,265,genus,0.0189027,Paracoccus,ERR1072672
34036.0,35832,genus,0.0189027,Bilophila,ERR1072672
34036.0,79206,genus,0.014177,Desulfosporosinus,ERR1072672
34036.0,1301,genus,0.014177,Streptococcus,ERR1072672
34036.0,28231,genus,0.014177,Geobacter,ERR1072672
34036.0,1578,genus,0.014177,Lactobacillus,ERR1072672
34036.0,33042,genus,0.014177,Coprococcus,ERR1072672
34036.0,244127,genus,0.00945135,Anaerotruncus,ERR1072672
34036.0,182709,genus,0.00945135,Oceanobacillus,ERR1072672
34036.0,648800,genus,0.00945135,Solibacillus,ERR1072672
34036.0,61170,genus,0.00945135,Holdemania,ERR1072672
34036.0,150247,genus,0.00945135,Anoxybacillus,ERR1072672
